Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09883446246385574,0.09926415367073099,0.09883446246385574,0.09883446246385574,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.0941078974033573,0.0941078974033573,0.09367820620536804,0.09367820620536804,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08723213840523382,0.08723213840523382,0.08680245280265808,0.08680245280265808,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08895086497068405,0.08938055617861522,0.08895086497068405,0.08895086497068405,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09152978658676147,0.09195947213736944,0.09152978658676147,0.09152978658676147,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09711569547653198,0.09754538662308111,0.09711569547653198,0.09711569547653198,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10184229910373688,0.10227275915299852,0.10184229910373688,0.10184229910373688,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10614001005887985,0.10656970156604204,0.10614001005887985,0.10614001005887985,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11172595620155334,0.1121556476740003,0.11172595620155334,0.11172595620155334,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12203913927078247,0.12246883034809829,0.12203913927078247,0.12203913927078247,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12375789880752563,0.12418758990811143,0.12375789880752563,0.12375789880752563,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12117982396372902,0.12117982396372902,0.12075014412403107,0.12075014412403107,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11774233127848494,0.11774233127848494,0.11731263995170593,0.11731263995170593,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11860168725252151,0.11946106979590572,0.11860168725252151,0.11860168725252151,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11645323516846114,0.11645323516846114,0.11602355539798737,0.11602355539798737,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11129620060282526,0.11129620060282526,0.11086650937795639,0.11086650937795639,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10656970156604204,0.10656970156604204,0.10614001005887985,0.10614001005887985,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.1044211882396032,0.1044211882396032,0.10399150848388672,0.10399150848388672,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.1095774844288826,0.11000717579982511,0.1095774844288826,0.1095774844288826,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10957743831317238,0.10957743831317238,0.10871806740760803,0.10871806740760803,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10528057203750199,0.10528057203750199,0.1048508808016777,0.1048508808016777,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.1052805483341217,0.10571023947320321,0.1052805483341217,0.1052805483341217,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10742899775505066,0.10828836860016422,0.10742899775505066,0.10742899775505066,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10699933907933337,0.10699933907933337,0.10656964778900146,0.10656964778900146,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11301501840353012,0.11344470987316084,0.11301501840353012,0.11301501840353012,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.11000717579982511,0.11000717579982511,0.1095774844288826,0.1095774844288826,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11172595620155334,0.11258532767179046,0.11172595620155334,0.11172595620155334,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11301501840353012,0.11387440134279156,0.11301501840353012,0.11301501840353012,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11301501251600966,0.1134447039632556,0.11258532106876373,0.11258532106876373,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11129620060282526,0.11129620060282526,0.11086650937795639,0.11086650937795639,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11086650802476382,0.11086650802476382,0.11000713706016542,0.1100071370601654,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10699933907933337,0.10699933907933337,0.10656964778900146,0.10656964778900146,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10313208518807668,0.10313208518807668,0.10270239412784575,0.10270239412784576,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.09797507776963024,0.09797507776963024,0.09711569547653198,0.09711569547653198,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09195947213736944,0.09195947213736944,0.09152978658676147,0.09152978658676147,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09496729075908661,0.09539697629529811,0.09496729075908661,0.09496729075908661,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09840480238199234,0.09883448220002024,0.09840480238199234,0.09840480238199234,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09840480238199234,0.09926417349270013,0.09840480238199234,0.09840480238199234,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09883446246385574,0.09926415367073099,0.09883446246385574,0.09883446246385574,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.09453758286402182,0.09453758286402182,0.09367820620536804,0.09367820620536804,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09367820620536804,0.0941078974033573,0.09367820620536804,0.09367820620536804,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09110011481277976,0.09110011481277976,0.09067042917013168,0.09067042917013168,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.09024071224961855,0.09024071224961855,0.08981025218963623,0.08981025218963623,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.08852118697034785,0.08852118697034785,0.08766181021928787,0.08766181021928787,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.08981025218963623,0.09024071224961855,0.08981025218963623,0.08981025218963623,12275200,0.0,0.0
1981-02-18 00:00:00-05:00,0.09367820620536804,0.09453758286402182,0.09367820620536804,0.09367820620536804,19241600,0.0,0.0
1981-02-19 00:00:00-05:00,0.08852120634286377,0.08852120634286377,0.08809151500463486,0.08809151500463486,22310400,0.0,0.0
1981-02-20 00:00:00-05:00,0.08379461003284477,0.08379461003284477,0.08336491882801056,0.08336491882801056,24371200,0.0,0.0
1981-02-23 00:00:00-05:00,0.08465399593114853,0.0850836872119342,0.08465399593114853,0.08465399593114853,14112000,0.0,0.0
1981-02-24 00:00:00-05:00,0.08250556601444616,0.08250556601444616,0.08164618909358978,0.08164618909358978,16979200,0.0,0.0
1981-02-25 00:00:00-05:00,0.08680245280265808,0.08723213840523382,0.08680245280265808,0.08680245280265808,19488000,0.0,0.0
1981-02-26 00:00:00-05:00,0.08809151500463486,0.08852120634286377,0.08809151500463486,0.08809151500463486,10841600,0.0,0.0
1981-02-27 00:00:00-05:00,0.09110008925199509,0.09195946603349518,0.09110008925199509,0.09110008925199509,14761600,0.0,0.0
1981-03-02 00:00:00-05:00,0.09152978658676147,0.09195947213736944,0.09152978658676147,0.09152978658676147,11760000,0.0,0.0
1981-03-03 00:00:00-05:00,0.09067039324275664,0.09067039324275664,0.09024070203304291,0.09024070203304291,16172800,0.0,0.0
1981-03-04 00:00:00-05:00,0.08981022534631583,0.08981022534631583,0.08938053995370865,0.08938053995370865,13708800,0.0,0.0
1981-03-05 00:00:00-05:00,0.08938055617861522,0.08938055617861522,0.08895086497068405,0.08895086497068405,5376000,0.0,0.0
1981-03-06 00:00:00-05:00,0.08895089194376607,0.08895089194376607,0.08809151500463486,0.08809151500463486,11603200,0.0,0.0
1981-03-09 00:00:00-05:00,0.08164616979846182,0.08164616979846182,0.0812164843082428,0.0812164843082428,15321600,0.0,0.0
1981-03-10 00:00:00-05:00,0.07777819337839553,0.07777819337839553,0.0773485079407692,0.0773485079407692,28380800,0.0,0.0
1981-03-11 00:00:00-05:00,0.07520010048977903,0.07520010048977903,0.07434072345495224,0.07434072345495224,29859200,0.0,0.0
1981-03-12 00:00:00-05:00,0.0773485079407692,0.07777819337839553,0.0773485079407692,0.0773485079407692,59248000,0.0,0.0
1981-03-13 00:00:00-05:00,0.07691883606960091,0.07691883606960091,0.0764891505241394,0.0764891505241394,231302400,0.0,0.0
1981-03-16 00:00:00-05:00,0.07949773222208023,0.0803571089544301,0.07949773222208023,0.07949773222208023,37228800,0.0,0.0
1981-03-17 00:00:00-05:00,0.08336491882801056,0.08422429550035418,0.08336491882801056,0.08336491882801056,43747200,0.0,0.0
1981-03-18 00:00:00-05:00,0.08852123469114304,0.08938061190548352,0.08852123469114304,0.08852123469114304,36937600,0.0,0.0
1981-03-19 00:00:00-05:00,0.08809149572615518,0.08809149572615518,0.08766181021928787,0.08766181021928787,37811200,0.0,0.0
